SEANCE,CODE_INDICE,LIB_INDICE,INDICE_JOUR,INDICE_VEILLE,VARIATION_VEILLE,INDICE_PLUS_HAUT,INDICE_PLUS_BAS,INDICE_OUV
23/07/2013,905004,INDAS,8098.48,8006.43,1.15,8115.20,7983.47,8115.20
23/07/2013,905005,INSFI,4898.02,4919.58,-0.44,4926.16,4862.85,4919.14
23/07/2013,905008,INDSC,3568.08,3564.85,0.09,3576.12,3550.28,3564.85
23/07/2013,905009,INDDI,5172.84,5167.46,0.10,5186.21,5146.21,5167.46
23/07/2013,905013,INBCO,2827.87,2812.32,0.55,2829.56,2810.47,2811.62
23/07/2013,905014,INAUE,2068.61,2073.03,-0.21,2075.36,2063.01,2073.03
23/07/2013,905015,INAAB,2976.49,2955.15,0.72,2979.27,2955.54,2956.11
23/07/2013,905017,INDIN,1814.18,1803.11,0.61,1816.34,1796.25,1801.63
23/07/2013,905018,INBMC,1291.57,1282.73,0.69,1298.16,1280.69,1285.22
23/07/2013,905020,INDMB,2566.80,2556.58,0.40,2571.28,2529.88,2571.28
23/07/2013,905028,TUNINDEX20,1847.90,1838.94,0.49,1847.90,1839.19,1840.20
24/07/2013,905001,TUNINDEX,4643.61,4632.79,0.23,4649.45,4630.64,4632.87
24/07/2013,905002,INDSF,3112.59,3110.39,0.07,3115.47,3104.17,3110.39
24/07/2013,905003,INDBQ,2813.76,2810.05,0.13,2817.44,2805.64,2810.05
24/07/2013,905004,INDAS,8101.38,8098.48,0.04,8112.81,8041.66,8100.87
24/07/2013,905005,INSFI,4878.08,4898.02,-0.41,4904.34,4839.01,4897.75
24/07/2013,905008,INDSC,3575.58,3568.08,0.21,3583.70,3561.14,3564.97
24/07/2013,905009,INDDI,5195.79,5172.84,0.44,5198.82,5167.66,5167.66
24/07/2013,905013,INBCO,2851.73,2827.87,0.84,2868.27,2827.87,2827.87
24/07/2013,905014,INAUE,2011.23,2068.61,-2.77,2060.43,2003.43,2049.94
24/07/2013,905015,INAAB,3019.02,2976.49,1.43,3030.10,2984.39,2984.39
24/07/2013,905017,INDIN,1825.50,1814.18,0.62,1827.21,1810.44,1815.56
24/07/2013,905018,INBMC,1302.80,1291.57,0.87,1302.91,1289.70,1292.89
24/07/2013,905020,INDMB,2555.59,2566.80,-0.44,2566.80,2537.40,2566.80
24/07/2013,905028,TUNINDEX20,1857.91,1847.90,0.54,1859.13,1847.62,1847.62
26/07/2013,905001,TUNINDEX,4566.71,4643.61,-1.66,4629.78,4545.40,4629.78
26/07/2013,905002,INDSF,3079.80,3112.59,-1.05,3109.39,3070.93,3109.39
26/07/2013,905003,INDBQ,2782.37,2813.76,-1.12,2810.70,2771.75,2810.70
26/07/2013,905004,INDAS,8016.18,8101.38,-1.05,8101.38,8016.18,8101.38
26/07/2013,905005,INSFI,4851.69,4878.08,-0.54,4871.93,4834.89,4871.93
26/07/2013,905008,INDSC,3516.50,3575.58,-1.65,3567.20,3457.04,3567.20
26/07/2013,905009,INDDI,5116.29,5195.79,-1.53,5181.83,5023.36,5181.83
26/07/2013,905013,INBCO,2774.18,2851.73,-2.72,2810.72,2768.60,2810.72
26/07/2013,905014,INAUE,1951.24,2011.23,-2.98,1985.75,1947.89,1970.81
26/07/2013,905015,INAAB,2933.76,3019.02,-2.82,2966.97,2926.88,2966.97
26/07/2013,905017,INDIN,1770.39,1825.50,-3.02,1826.74,1761.46,1826.74
26/07/2013,905018,INBMC,1259.74,1302.80,-3.31,1302.50,1254.85,1302.50
26/07/2013,905020,INDMB,2523.25,2555.59,-1.27,2552.65,2523.25,2526.19
26/07/2013,905028,TUNINDEX20,1821.47,1857.91,-1.96,1848.91,1811.82,1848.91
29/07/2013,905001,TUNINDEX,4533.34,4566.71,-0.73,4562.62,4489.70,4562.62
29/07/2013,905002,INDSF,3055.71,3079.80,-0.78,3079.11,3040.05,3079.11
29/07/2013,905003,INDBQ,2758.59,2782.37,-0.85,2782.07,2744.70,2782.07
29/07/2013,905004,INDAS,8026.91,8016.18,0.13,8028.12,7944.53,7946.92
29/07/2013,905005,INSFI,4812.23,4851.69,-0.81,4845.10,4769.57,4845.10
29/07/2013,905008,INDSC,3519.73,3516.50,0.09,3519.73,3460.73,3514.12
29/07/2013,905009,INDDI,5119.22,5116.29,0.06,5121.30,5051.35,5121.30
29/07/2013,905013,INBCO,2731.02,2774.18,-1.56,2761.04,2727.65,2761.04
29/07/2013,905014,INAUE,1881.98,1951.24,-3.55,1951.24,1881.98,1951.24
29/07/2013,905015,INAAB,2888.64,2933.76,-1.54,2917.17,2887.23,2917.17
29/07/2013,905017,INDIN,1765.91,1770.39,-0.25,1769.08,1710.09,1768.88
29/07/2013,905018,INBMC,1254.42,1259.74,-0.42,1257.57,1210.49,1255.92
29/07/2013,905020,INDMB,2515.22,2523.25,-0.32,2540.89,2490.91,2540.89
29/07/2013,905028,TUNINDEX20,1807.83,1821.47,-0.75,1819.80,1789.08,1819.80
30/07/2013,905001,TUNINDEX,4479.38,4533.34,-1.19,4523.47,4463.42,4523.47
30/07/2013,905002,INDSF,3029.11,3055.71,-0.87,3053.02,3011.86,3053.02
30/07/2013,905003,INDBQ,2737.82,2758.59,-0.75,2755.67,2719.47,2755.67
30/07/2013,905004,INDAS,7810.67,8026.91,-2.69,7962.42,7810.67,7962.42
30/07/2013,905005,INSFI,4784.45,4812.23,-0.58,4812.23,4767.61,4812.23
30/07/2013,905008,INDSC,3435.02,3519.73,-2.41,3488.62,3394.40,3488.62
30/07/2013,905009,INDDI,4978.16,5119.22,-2.76,5067.41,4919.57,5067.41
30/07/2013,905013,INBCO,2717.48,2731.02,-0.50,2730.30,2701.50,2730.30
30/07/2013,905014,INAUE,1885.66,1881.98,0.20,1885.66,1830.33,1876.37
30/07/2013,905015,INAAB,2872.78,2888.64,-0.55,2888.39,2858.77,2886.40
30/07/2013,905017,INDIN,1735.93,1765.91,-1.70,1761.10,1727.37,1761.10
30/07/2013,905018,INBMC,1231.26,1254.42,-1.85,1252.11,1224.53,1252.11
30/07/2013,905020,INDMB,2461.70,2515.22,-2.13,2491.70,2461.70,2488.76
30/07/2013,905028,TUNINDEX20,1782.89,1807.83,-1.38,1803.12,1774.83,1803.12
31/07/2013,905001,TUNINDEX,4518.97,4479.38,0.88,4518.97,4478.31,4478.31
31/07/2013,905002,INDSF,3044.66,3029.11,0.51,3049.68,3029.32,3029.32
31/07/2013,905003,INDBQ,2748.67,2737.82,0.40,2754.13,2737.90,2737.90
31/07/2013,905004,INDAS,8003.07,7810.67,2.46,8003.07,7957.65,7957.65
31/07/2013,905005,INSFI,4791.87,4784.45,0.16,4822.42,4780.72,4786.65
31/07/2013,905008,INDSC,3506.03,3435.02,2.07,3506.03,3439.25,3460.03
31/07/2013,905009,INDDI,5101.77,4978.16,2.48,5111.30,5001.62,5029.97
31/07/2013,905013,INBCO,2763.63,2717.48,1.70,2763.73,2696.25,2712.06
31/07/2013,905014,INAUE,1917.37,1885.66,1.68,1920.70,1898.52,1904.34
31/07/2013,905015,INAAB,2926.37,2872.78,1.87,2926.37,2845.89,2865.91
31/07/2013,905017,INDIN,1750.79,1735.93,0.86,1750.79,1719.97,1735.93
31/07/2013,905018,INBMC,1241.71,1231.26,0.85,1241.71,1219.84,1229.11
31/07/2013,905020,INDMB,2476.40,2461.70,0.60,2476.40,2458.76,2458.76
31/07/2013,905028,TUNINDEX20,1802.16,1782.89,1.08,1803.45,1782.17,1782.17
01/08/2013,905001,TUNINDEX,4557.13,4518.97,0.84,4557.13,4515.89,4519.35
01/08/2013,905002,INDSF,3069.16,3044.66,0.80,3069.16,3037.14,3050.73
01/08/2013,905003,INDBQ,2773.86,2748.67,0.92,2773.86,2740.40,2755.28
01/08/2013,905004,INDAS,8008.81,8003.07,0.07,8049.41,8006.42,8015.02
01/08/2013,905005,INSFI,4810.68,4791.87,0.39,4813.43,4773.36,4793.02
01/08/2013,905008,INDSC,3514.75,3506.03,0.25,3531.92,3491.84,3506.03
01/08/2013,905009,INDDI,5120.31,5101.77,0.36,5143.03,5088.20,5101.77
01/08/2013,905013,INBCO,2780.93,2763.63,0.63,2781.15,2764.19,2765.26
01/08/2013,905014,INAUE,2013.26,1917.37,5.00,2022.60,1916.76,1932.10
01/08/2013,905015,INAAB,2935.34,2926.37,0.31,2935.34,2923.35,2925.30
01/08/2013,905017,INDIN,1780.20,1750.79,1.68,1780.20,1754.36,1754.36
01/08/2013,905018,INBMC,1264.94,1241.71,1.87,1266.63,1245.03,1245.03
01/08/2013,905020,INDMB,2484.48,2476.40,0.33,2502.86,2476.40,2476.40
01/08/2013,905028,TUNINDEX20,1818.79,1802.16,0.92,1818.79,1801.71,1802.16
02/08/2013,905001,TUNINDEX,4579.86,4557.13,0.50,4582.81,4560.17,4567.18
02/08/2013,905002,INDSF,3082.45,3069.16,0.43,3082.45,3059.79,3074.19
02/08/2013,905003,INDBQ,2789.20,2773.86,0.55,2789.20,2768.31,2779.49
02/08/2013,905004,INDAS,7988.78,8008.81,-0.25,8025.52,7862.19,8025.52
02/08/2013,905005,INSFI,4806.44,4810.68,-0.09,4817.95,4793.90,4808.48
02/08/2013,905008,INDSC,3546.81,3514.75,0.91,3548.94,3530.47,3530.47
02/08/2013,905009,INDDI,5162.86,5120.31,0.83,5175.86,5146.49,5146.49
02/08/2013,905013,INBCO,2806.25,2780.93,0.91,2806.25,2782.25,2784.91
02/08/2013,905014,INAUE,2051.65,2013.26,1.91,2067.28,2018.19,2031.27
02/08/2013,905015,INAAB,2962.48,2935.34,0.92,2962.48,2934.00,2937.87
02/08/2013,905017,INDIN,1778.09,1780.20,-0.12,1792.93,1778.09,1784.57
02/08/2013,905018,INBMC,1262.94,1264.94,-0.16,1275.13,1262.94,1267.92
02/08/2013,905020,INDMB,2523.85,2484.48,1.58,2553.82,2496.24,2496.24
02/08/2013,905028,TUNINDEX20,1828.23,1818.79,0.52,1830.69,1816.64,1822.93
05/08/2013,905001,TUNINDEX,4582.45,4579.86,0.06,4584.17,4572.39,4579.99
05/08/2013,905002,INDSF,3082.38,3082.45,0.00,3084.19,3077.68,3082.65
05/08/2013,905003,INDBQ,2784.70,2789.20,-0.16,2789.42,2783.92,2789.42
05/08/2013,905004,INDAS,8011.82,7988.78,0.29,8012.66,8011.82,8012.66
05/08/2013,905005,INSFI,4855.22,4806.44,1.01,4857.70,4790.75,4800.48
05/08/2013,905008,INDSC,3581.41,3546.81,0.98,3581.41,3534.21,3534.21
05/08/2013,905009,INDDI,5217.46,5162.86,1.06,5217.46,5141.74,5141.88
05/08/2013,905013,INBCO,2798.20,2806.25,-0.29,2805.67,2794.84,2805.67
05/08/2013,905014,INAUE,2074.60,2051.65,1.12,2077.36,2051.65,2068.02
05/08/2013,905015,INAAB,2949.73,2962.48,-0.43,2961.73,2947.52,2961.73
05/08/2013,905017,INDIN,1776.67,1778.09,-0.08,1788.50,1772.76,1778.68
05/08/2013,905018,INBMC,1260.24,1262.94,-0.21,1273.08,1257.57,1263.51
05/08/2013,905020,INDMB,2523.97,2523.85,0.00,2532.67,2485.64,2485.64
05/08/2013,905028,TUNINDEX20,1830.15,1828.23,0.11,1831.06,1824.57,1828.51
06/08/2013,905001,TUNINDEX,4571.09,4582.45,-0.25,4583.92,4568.58,4583.38
06/08/2013,905002,INDSF,3066.75,3082.38,-0.51,3085.45,3065.48,3083.49
06/08/2013,905003,INDBQ,2769.80,2784.70,-0.54,2787.92,2768.97,2785.92
06/08/2013,905004,INDAS,7999.87,8011.82,-0.15,8009.43,7983.16,8009.43
06/08/2013,905005,INSFI,4829.79,4855.22,-0.52,4871.81,4826.77,4857.20
06/08/2013,905008,INDSC,3609.59,3581.41,0.79,3614.32,3561.80,3576.28
06/08/2013,905009,INDDI,5274.33,5217.46,1.09,5277.24,5187.82,5217.97
06/08/2013,905013,INBCO,2782.74,2798.20,-0.55,2798.24,2776.75,2798.13
06/08/2013,905014,INAUE,2032.78,2074.60,-2.02,2072.96,2032.78,2072.96
06/08/2013,905015,INAAB,2935.84,2949.73,-0.47,2949.73,2926.00,2949.73
06/08/2013,905017,INDIN,1773.75,1776.67,-0.16,1779.23,1767.86,1777.05
06/08/2013,905018,INBMC,1257.19,1260.24,-0.24,1262.33,1251.86,1260.24
06/08/2013,905020,INDMB,2544.61,2523.97,0.82,2547.55,2494.58,2494.58
06/08/2013,905028,TUNINDEX20,1827.18,1830.15,-0.16,1831.39,1823.85,1830.74
07/08/2013,905001,TUNINDEX,4572.03,4571.09,0.02,4580.23,4565.88,4571.71
07/08/2013,905002,INDSF,3069.49,3066.75,0.09,3077.51,3061.69,3064.22
07/08/2013,905003,INDBQ,2772.93,2769.80,0.11,2782.81,2763.51,2766.26
07/08/2013,905004,INDAS,7987.93,7999.87,-0.15,7999.87,7975.99,7999.87
07/08/2013,905005,INSFI,4832.86,4829.79,0.06,4845.67,4769.47,4839.72
07/08/2013,905008,INDSC,3586.21,3609.59,-0.65,3609.80,3548.61,3608.82
07/08/2013,905009,INDDI,5250.25,5274.33,-0.46,5274.68,5186.86,5273.05
07/08/2013,905013,INBCO,2789.61,2782.74,0.25,2797.97,2784.39,2784.39
07/08/2013,905014,INAUE,2042.12,2032.78,0.46,2047.72,2034.65,2047.72
07/08/2013,905015,INAAB,2943.39,2935.84,0.26,2953.73,2936.34,2936.34
07/08/2013,905017,INDIN,1775.53,1773.75,0.10,1781.19,1768.46,1780.16
07/08/2013,905018,INBMC,1259.75,1257.19,0.20,1262.95,1252.61,1261.96
07/08/2013,905020,INDMB,2541.67,2544.61,-0.12,2556.37,2526.97,2556.37
07/08/2013,905028,TUNINDEX20,1826.38,1827.18,-0.04,1828.57,1823.94,1825.96
12/08/2013,905001,TUNINDEX,4571.42,4572.03,-0.01,4581.17,4566.79,4574.49
12/08/2013,905002,INDSF,3064.75,3069.49,-0.15,3074.78,3064.75,3070.42
12/08/2013,905003,INDBQ,2766.59,2772.93,-0.23,2778.81,2766.59,2772.93
12/08/2013,905004,INDAS,7987.93,7987.93,0.00,7987.93,7987.93,7987.93
12/08/2013,905005,INSFI,4847.32,4832.86,0.30,4877.57,4787.15,4846.07
12/08/2013,905008,INDSC,3624.42,3586.21,1.07,3628.72,3564.70,3588.02
12/08/2013,905009,INDDI,5304.22,5250.25,1.03,5318.41,5220.48,5301.08
12/08/2013,905013,INBCO,2787.51,2789.61,-0.08,2791.98,2777.37,2791.68
12/08/2013,905014,INAUE,2059.31,2042.12,0.84,2073.89,2051.48,2060.79
12/08/2013,905015,INAAB,2940.09,2943.39,-0.11,2943.64,2924.61,2943.14
12/08/2013,905017,INDIN,1777.26,1775.53,0.10,1782.76,1772.60,1778.21
12/08/2013,905018,INBMC,1260.73,1259.75,0.08,1264.00,1256.66,1263.52
12/08/2013,905020,INDMB,2531.44,2541.67,-0.40,2562.25,2513.80,2562.25
12/08/2013,905028,TUNINDEX20,1824.25,1826.38,-0.12,1831.54,1822.55,1827.26
14/08/2013,905001,TUNINDEX,4566.87,4571.42,-0.10,4575.63,4559.07,4571.34
14/08/2013,905002,INDSF,3055.67,3064.75,-0.30,3064.46,3050.64,3064.46
14/08/2013,905003,INDBQ,2756.90,2766.59,-0.35,2766.59,2751.74,2766.59
14/08/2013,905004,INDAS,7987.93,7987.93,0.00,7987.93,7987.93,7987.93
14/08/2013,905005,INSFI,4843.52,4847.32,-0.08,4843.52,4838.58,4843.22
14/08/2013,905008,INDSC,3638.49,3624.42,0.39,3661.32,3586.29,3641.28
14/08/2013,905009,INDDI,5328.04,5304.22,0.45,5366.05,5241.11,5332.29
14/08/2013,905013,INBCO,2791.84,2787.51,0.16,2800.91,2769.58,2789.09
14/08/2013,905014,INAUE,2050.63,2059.31,-0.42,2062.59,2034.76,2062.59
14/08/2013,905015,INAAB,2946.99,2940.09,0.23,2954.63,2915.09,2943.15
14/08/2013,905017,INDIN,1778.04,1777.26,0.04,1781.14,1773.76,1779.48
14/08/2013,905018,INBMC,1262.58,1260.73,0.15,1266.17,1258.74,1262.04
14/08/2013,905020,INDMB,2508.88,2531.44,-0.89,2538.46,2484.40,2513.80
14/08/2013,905028,TUNINDEX20,1824.07,1824.25,-0.01,1827.46,1816.77,1823.71
15/08/2013,905001,TUNINDEX,4571.09,4566.87,0.09,4584.05,4567.50,4571.34
15/08/2013,905002,INDSF,3055.23,3055.67,-0.01,3066.27,3055.23,3055.67
15/08/2013,905003,INDBQ,2757.41,2756.90,0.02,2768.26,2756.90,2756.90
15/08/2013,905004,INDAS,7996.38,7987.93,0.11,8015.86,7987.93,7987.93
15/08/2013,905005,INSFI,4827.46,4843.52,-0.33,4843.52,4826.57,4843.52
15/08/2013,905008,INDSC,3648.17,3638.49,0.27,3653.79,3626.62,3626.62
15/08/2013,905009,INDDI,5347.18,5328.04,0.36,5353.52,5311.41,5311.41
15/08/2013,905013,INBCO,2794.49,2791.84,0.09,2797.87,2782.84,2794.25
15/08/2013,905014,INAUE,2044.06,2050.63,-0.32,2061.84,2043.16,2061.84
15/08/2013,905015,INAAB,2950.36,2946.99,0.11,2953.08,2938.35,2948.48
15/08/2013,905017,INDIN,1786.67,1778.04,0.49,1793.24,1778.91,1793.24
15/08/2013,905018,INBMC,1270.39,1262.58,0.62,1276.59,1262.96,1276.59
15/08/2013,905020,INDMB,2513.63,2508.88,0.19,2532.40,2497.12,2508.88
15/08/2013,905028,TUNINDEX20,1830.20,1824.07,0.34,1833.37,1825.71,1826.26
16/08/2013,905001,TUNINDEX,4567.06,4571.09,-0.09,4585.82,4557.10,4570.00
16/08/2013,905002,INDSF,3047.78,3055.23,-0.24,3065.84,3039.30,3055.72
16/08/2013,905003,INDBQ,2750.25,2757.41,-0.26,2768.76,2740.84,2759.00
16/08/2013,905004,INDAS,7967.08,7996.38,-0.37,8024.68,7874.85,8015.12
16/08/2013,905005,INSFI,4824.99,4827.46,-0.05,4828.56,4811.59,4827.46
16/08/2013,905008,INDSC,3616.46,3648.17,-0.87,3640.80,3613.52,3640.49
16/08/2013,905009,INDDI,5300.52,5347.18,-0.87,5334.90,5300.52,5334.39
16/08/2013,905013,INBCO,2825.66,2794.49,1.12,2840.87,2804.13,2804.13
16/08/2013,905014,INAUE,2003.56,2044.06,-1.98,2040.78,2002.67,2040.78
16/08/2013,905015,INAAB,2998.69,2950.36,1.64,3009.71,2962.61,2962.61
16/08/2013,905017,INDIN,1785.81,1786.67,-0.05,1787.86,1774.02,1787.10
16/08/2013,905018,INBMC,1270.77,1270.39,0.03,1270.93,1257.73,1270.20
16/08/2013,905020,INDMB,2498.93,2513.63,-0.58,2534.21,2498.93,2501.87
16/08/2013,905028,TUNINDEX20,1835.14,1830.20,0.27,1843.10,1829.38,1829.38
19/08/2013,905001,TUNINDEX,4574.85,4567.06,0.17,4583.18,4563.54,4567.48
19/08/2013,905002,INDSF,3045.65,3047.78,-0.07,3058.65,3043.33,3047.51
19/08/2013,905003,INDBQ,2747.42,2750.25,-0.10,2762.08,2746.54,2749.96
19/08/2013,905004,INDAS,7939.89,7967.08,-0.34,7939.89,7925.56,7930.34
19/08/2013,905005,INSFI,4841.50,4824.99,0.34,4852.23,4787.02,4826.65
19/08/2013,905008,INDSC,3637.90,3616.46,0.59,3637.90,3594.48,3623.38
19/08/2013,905009,INDDI,5333.20,5300.52,0.62,5333.20,5277.99,5312.04
19/08/2013,905013,INBCO,2855.38,2825.66,1.05,2864.03,2827.07,2827.07
19/08/2013,905014,INAUE,2002.65,2003.56,-0.05,2023.93,1987.71,2001.70
19/08/2013,905015,INAAB,3035.92,2998.69,1.24,3046.25,3000.97,3000.97
19/08/2013,905017,INDIN,1787.10,1785.81,0.07,1787.55,1775.44,1787.55
19/08/2013,905018,INBMC,1269.41,1270.77,-0.11,1272.26,1261.27,1272.26
19/08/2013,905020,INDMB,2496.62,2498.93,-0.09,2537.15,2484.86,2498.93
19/08/2013,905028,TUNINDEX20,1838.21,1835.14,0.17,1841.74,1832.62,1835.51
20/08/2013,905001,TUNINDEX,4575.92,4574.85,0.02,4582.80,4566.37,4572.39
20/08/2013,905002,INDSF,3044.31,3045.65,-0.04,3047.88,3038.04,3042.21
20/08/2013,905003,INDBQ,2744.49,2747.42,-0.11,2748.48,2738.20,2743.64
20/08/2013,905004,INDAS,7939.16,7939.89,-0.01,7963.78,7854.46,7951.83
20/08/2013,905005,INSFI,4860.57,4841.50,0.39,4866.82,4852.45,4854.83
20/08/2013,905008,INDSC,3626.16,3637.90,-0.32,3640.97,3620.78,3637.90
20/08/2013,905009,INDDI,5316.67,5333.20,-0.31,5338.31,5307.71,5333.20
20/08/2013,905013,INBCO,2867.91,2855.38,0.44,2877.57,2842.94,2853.79
20/08/2013,905014,INAUE,2006.88,2002.65,0.21,2035.39,1998.92,2002.65
20/08/2013,905015,INAAB,3054.57,3035.92,0.61,3065.12,3017.93,3035.92
20/08/2013,905017,INDIN,1790.80,1787.10,0.21,1792.44,1782.16,1788.13
20/08/2013,905018,INBMC,1270.63,1269.41,0.10,1274.38,1262.48,1270.41
20/08/2013,905020,INDMB,2496.62,2496.62,0.00,2508.38,2481.92,2481.92
20/08/2013,905028,TUNINDEX20,1838.71,1838.21,0.03,1842.90,1831.72,1836.61
21/08/2013,905001,TUNINDEX,4596.48,4575.92,0.45,4596.48,4577.12,4577.12
21/08/2013,905002,INDSF,3048.55,3044.31,0.14,3048.55,3031.52,3045.73
21/08/2013,905003,INDBQ,2746.63,2744.49,0.08,2746.63,2734.69,2746.45
21/08/2013,905004,INDAS,7937.82,7939.16,-0.02,7944.98,7784.64,7941.55
21/08/2013,905005,INSFI,4893.79,4860.57,0.68,4893.79,4849.95,4854.61
21/08/2013,905008,INDSC,3620.35,3626.16,-0.16,3635.95,3592.65,3625.32
21/08/2013,905009,INDDI,5307.38,5316.67,-0.17,5329.96,5261.25,5318.30
21/08/2013,905013,INBCO,2848.41,2867.91,-0.68,2870.86,2848.41,2867.06
21/08/2013,905014,INAUE,2012.81,2006.88,0.30,2015.32,1993.81,1993.81
21/08/2013,905015,INAAB,3026.83,3054.57,-0.91,3057.71,3026.83,3055.31
21/08/2013,905017,INDIN,1846.57,1790.80,3.11,1846.57,1790.45,1790.45
21/08/2013,905018,INBMC,1324.80,1270.63,4.26,1324.80,1270.63,1270.63
21/08/2013,905020,INDMB,2526.36,2496.62,1.19,2546.93,2484.86,2484.86
21/08/2013,905028,TUNINDEX20,1846.67,1838.71,0.43,1846.82,1839.47,1839.76
22/08/2013,905001,TUNINDEX,4614.78,4596.48,0.40,4617.54,4594.56,4595.45
22/08/2013,905002,INDSF,3055.06,3048.55,0.21,3055.51,3041.90,3048.66
22/08/2013,905003,INDBQ,2752.46,2746.63,0.21,2753.88,2739.93,2745.53
22/08/2013,905004,INDAS,7970.52,7937.82,0.41,7983.20,7803.33,7983.20
22/08/2013,905005,INSFI,4898.87,4893.79,0.10,4941.69,4884.24,4909.66
22/08/2013,905008,INDSC,3640.79,3620.35,0.56,3649.11,3601.64,3602.89
22/08/2013,905009,INDDI,5339.97,5307.38,0.61,5353.44,5276.24,5278.31
22/08/2013,905013,INBCO,2834.35,2848.41,-0.49,2851.65,2805.03,2848.41
22/08/2013,905014,INAUE,2047.00,2012.81,1.70,2052.76,2012.81,2012.81
22/08/2013,905015,INAAB,3004.09,3026.83,-0.75,3026.83,2967.55,3026.83
22/08/2013,905017,INDIN,1878.88,1846.57,1.75,1889.32,1849.74,1849.74
22/08/2013,905018,INBMC,1353.21,1324.80,2.14,1366.25,1328.33,1328.33
22/08/2013,905020,INDMB,2538.08,2526.36,0.46,2555.76,2496.96,2526.36
22/08/2013,905028,TUNINDEX20,1854.33,1846.67,0.41,1856.31,1843.52,1845.14
23/08/2013,905001,TUNINDEX,4614.71,4614.78,0.00,4618.65,4596.16,4616.73
23/08/2013,905002,INDSF,3060.05,3055.06,0.16,3060.05,3038.68,3055.06
23/08/2013,905003,INDBQ,2761.70,2752.46,0.34,2761.70,2737.21,2751.21
23/08/2013,905004,INDAS,7927.35,7970.52,-0.54,7970.52,7834.20,7970.52
23/08/2013,905005,INSFI,4866.37,4898.87,-0.66,4898.87,4866.37,4898.87
23/08/2013,905008,INDSC,3651.34,3640.79,0.29,3651.78,3599.42,3640.79
23/08/2013,905009,INDDI,5361.34,5339.97,0.40,5361.34,5278.60,5339.97
23/08/2013,905013,INBCO,2824.94,2834.35,-0.33,2841.01,2815.01,2839.26
23/08/2013,905014,INAUE,2040.59,2047.00,-0.31,2051.80,2032.04,2039.51
23/08/2013,905015,INAAB,2991.73,3004.09,-0.41,3014.51,2981.35,3011.51
23/08/2013,905017,INDIN,1870.72,1878.88,-0.43,1887.23,1868.44,1881.13
23/08/2013,905018,INBMC,1346.12,1353.21,-0.52,1361.03,1342.38,1356.36
23/08/2013,905020,INDMB,2531.00,2538.08,-0.28,2546.90,2526.30,2538.08
23/08/2013,905028,TUNINDEX20,1854.07,1854.33,-0.01,1856.54,1847.98,1855.56
26/08/2013,905001,TUNINDEX,4605.26,4614.71,-0.20,4627.22,4603.13,4623.98
26/08/2013,905002,INDSF,3047.44,3060.05,-0.41,3061.63,3046.56,3060.83
26/08/2013,905003,INDBQ,2749.28,2761.70,-0.45,2763.23,2748.07,2763.17
26/08/2013,905004,INDAS,7927.47,7927.35,0.00,7931.70,7840.94,7916.05
26/08/2013,905005,INSFI,4847.61,4866.37,-0.39,4869.06,4838.28,4858.43
26/08/2013,905008,INDSC,3667.93,3651.34,0.45,3669.77,3638.00,3651.34
26/08/2013,905009,INDDI,5386.33,5361.34,0.47,5389.40,5342.15,5361.34
26/08/2013,905013,INBCO,2833.66,2824.94,0.31,2856.88,2827.04,2856.23
26/08/2013,905014,INAUE,2047.37,2040.59,0.33,2062.31,2037.32,2044.33
26/08/2013,905015,INAAB,2998.48,2991.73,0.23,3031.44,2992.49,3031.44
26/08/2013,905017,INDIN,1861.50,1870.72,-0.49,1882.12,1861.50,1874.71
26/08/2013,905018,INBMC,1337.86,1346.12,-0.61,1354.77,1337.86,1347.76
26/08/2013,905020,INDMB,2527.72,2531.00,-0.13,2536.88,2521.82,2536.88
26/08/2013,905028,TUNINDEX20,1849.69,1854.07,-0.24,1860.19,1849.02,1858.69
27/08/2013,905001,TUNINDEX,4611.55,4605.26,0.14,4612.15,4601.34,4603.49
27/08/2013,905002,INDSF,3046.06,3047.44,-0.05,3052.05,3038.63,3045.35
27/08/2013,905003,INDBQ,2747.74,2749.28,-0.06,2756.27,2740.82,2746.98
27/08/2013,905004,INDAS,7908.37,7927.47,-0.24,7920.31,7894.04,7920.31
27/08/2013,905005,INSFI,4854.92,4847.61,0.15,4858.09,4817.64,4847.61
27/08/2013,905008,INDSC,3705.08,3667.93,1.01,3705.32,3669.04,3669.04
27/08/2013,905009,INDDI,5433.74,5386.33,0.88,5435.17,5388.18,5388.18
27/08/2013,905013,INBCO,2840.36,2833.66,0.24,2845.20,2833.11,2833.87
27/08/2013,905014,INAUE,2045.95,2047.37,-0.07,2062.31,2040.34,2049.24
27/08/2013,905015,INAAB,3007.60,2998.48,0.30,3016.89,2998.84,2998.84
27/08/2013,905017,INDIN,1863.80,1861.50,0.12,1870.53,1858.35,1860.83
27/08/2013,905018,INBMC,1339.34,1337.86,0.11,1345.71,1332.78,1337.05
27/08/2013,905020,INDMB,2527.72,2527.72,0.00,2542.42,2513.02,2527.72
27/08/2013,905028,TUNINDEX20,1852.86,1849.69,0.17,1854.99,1848.89,1848.89
28/08/2013,905001,TUNINDEX,4604.65,4611.55,-0.15,4618.22,4601.90,4613.42
28/08/2013,905002,INDSF,3043.25,3046.06,-0.09,3055.42,3042.21,3048.87
28/08/2013,905003,INDBQ,2746.13,2747.74,-0.06,2757.53,2744.45,2751.82
